Uuid,Void/Retire,Same as mappings,Fully specified name:en,Fully specified name:fr,Short name:en,Short name:fr,Description:en,Description:fr,Data class,Data type,Complex data handler,Answers,Members,Allow decimals,Units,Normal low,Normal high,Absolute low,Absolute high,_version:1,_order:1200
36bf66d2-b5e3-462e-ae34-e8571c9bbc1a,,,Non vesicular rash,Éruption non vésiculaire,Non vesicular rash,Éruption non vésiculaire,,,Misc,N/A,,,,,,,,,,,
98516372-a2c4-4f46-8004-b1ed6c5267a9,,CIEL:129510,Polyuria,Polyurie,Polyuria,Polyurie,,,Misc,N/A,,,,,,,,,,,
678517e9-53c3-4bac-8e5c-29ffd715a584,,CIEL:130987,Palpitations,Des palpitations,Palpitations,Des palpitations,,,Misc,N/A,,,,,,,,,,,
6dd1c372-41a0-481c-9769-731915565a93,,CIEL:148031,Backache,Mal au dos,Backache,Mal au dos,,,Misc,N/A,,,,,,,,,,,
6bc99108-e452-4ae4-8647-58ad691e26e2,,CIEL:110593,Trauma related chronic pain,Douleur chronique liée à un traumatisme,Trauma related chronic pain,Douleur chronique liée à un traumatisme,,,Misc,N/A,,,,,,,,,,,
eebc8e2b-3171-4d02-be21-9203eb9d5f49,,CIEL:133006,Nocturia,Nocturie,Nocturia,Nocturie,,,Misc,N/A,,,,,,,,,,,
2b8d44e1-ee1f-4023-a9dc-6caf64ce3295,,CIEL:5978,Nausea,La nausée,Nausea,La nausée,,,Misc,N/A,,,,,,,,,,,
5a8bc599-619e-4962-ad05-8a9a8fa9cad3,,CIEL:133473,Nausea and vomiting,Nausée et vomissements,Nausea and vomiting,Nausée et vomissements,,,Misc,N/A,,,,,,,,,,,
1ddf2575-e392-44e0-9131-2cbcd0b57aa2,,,Mental status changes,Changements d'état mental,Mental status changes,Changements d'état mental,,,Misc,N/A,,,,,,,,,,,
73b5da3d-c564-4b48-b496-c889b12200b5,,CIEL:121657,Memory loss,Perte de mémoire,Memory loss,Perte de mémoire,,,Misc,N/A,,,,,,,,,,,
f35fb177-672b-49e8-b217-ffd108ef3819,,,Swelling,Gonflement,Swelling,Gonflement,,,Misc,N/A,,,,,,,,,,,
6cdd9da0-5b4e-41f6-baaa-a8229cca678b,,,Dermatologic lesions,Lésions dermatologiques,Dermatologic lesions,Lésions dermatologiques,,,Misc,N/A,,,,,,,,,,,
5143ec11-74ee-4618-a4ce-d97d464d24c3,,,Limb Swelling,Gonflement des membres,Limb Swelling,Gonflement des membres,,,Misc,N/A,,,,,,,,,,,
9b298fe4-8586-4224-9e99-909344fd22e4,,CIEL:115918,Localized superficial swelling/mass,Gonflement / masse superficielle localisée,Localized superficial swelling/mass,Gonflement / masse superficielle localisée,,,Misc,N/A,,,,,,,,,,,
d3734a4c-410e-46a3-bf43-b52f5ad0298a,,CIEL:5312,Joint swelling,Gonflement des articulations,Joint swelling,Gonflement des articulations,,,Misc,N/A,,,,,,,,,,,
6560c4f1-87f0-428c-b172-ffe6e8402103,,,Injury,Blessure,Injury,Blessure,,,Misc,N/A,,,,,,,,,,,
71b09525-63ce-473e-b795-b61a1cf4ac26,,,Infertility,Infertilité,Infertility,Infertilité,,,Misc,N/A,,,,,,,,,,,
900812ee-dc9f-4127-bec5-773b2e0f76af,,CIEL:123403,Hoarseness,Enrouement,Hoarseness,Enrouement,,,Misc,N/A,,,,,,,,,,,
8de60103-8243-4e97-92ca-f0942948a479,,CIEL:138662,Hiccups,Hoquet,Hiccups,Hoquet,,,Misc,N/A,,,,,,,,,,,
c6ee78df-81bb-4c9e-a5d8-77cb02f70ec0,,CIEL:117658,Hemiplegia and hemiparesis,Hémiplégie et hémiparésie,Hemiplegia and hemiparesis,Hémiplégie et hémiparésie,,,Misc,N/A,,,,,,,,,,,
f7e4c776-f724-4831-ad78-a40b8f64ccea,,,Blood in vomit,Sang dans le vomi,Blood in vomit,Sang dans le vomi,,,Misc,N/A,,,,,,,,,,,
54523994-5a40-498b-96d0-305746630b79,,CIEL:11769,Hearing loss,Perte auditive,Hearing loss,Perte auditive,,,Misc,N/A,,,,,,,,,,,
0fba530f-8f23-4e9f-aab0-72c49534d306,,CIEL:139446,Gingival and periodontal diseases,Maladies gingivales et parodontales,Gingival and periodontal diseases,Maladies gingivales et parodontales,,,Misc,N/A,,,,,,,,,,,
f8c8a088-7f2c-466a-a852-b72d3aad18a8,,CIEL:150919,Gas/bloating,Gaz/ballonnements,Gas/bloating,Gaz/ballonnements,,,Misc,N/A,,,,,,,,,,,
ba483ddb-5efe-4a2b-afe4-a0bd8a2cc232,,CIEL:177,Fracture,Fracture,Fracture,Fracture,,,Misc,N/A,,,,,,,,,,,
e0964733-8dc6-9114-8ac0-9eeecc594fe9,,CIEL:123588,Tinnitus,Acouphènes,Tinnitus,Acouphènes,,,Misc,N/A,,,,,,,,,,,
829272ff-9d77-17d6-8beb-af8aec0d1ebb,,CIEL:118299,Agitation,Agitation,Agitation,Agitation,,,Misc,N/A,,,,,,,,,,,
61e45ce1-6aa8-96da-0b1a-ed6c71177ec9,,CIEL:118876,Altered consciousness,Altération de la conscience,Altération de la conscience,Altération de la conscience,,,Misc,N/A,,,,,,,,,,,
f92dc55d-9acf-81fc-8ad8-27457d631bd0,,CIEL:121529,Aphasia,Aphasie,Aphasia,Aphasie,,,Misc,N/A,,,,,,,,,,,
4b8d9dd6-614b-3de5-7894-26e2d35d3803,,CIEL:80,Arthralgia,Arthralgie,Arthralgia,Arthralgie,,,Misc,N/A,,,,,,,,,,,
1d186723-6753-a3f1-4b4f-9a2d08880c07,,,Checkup,Bilan de santé,Checkup,Bilan de santé,,,Misc,N/A,,,,,,,,,,,
ba2b3fed-0ec0-0b69-4c2f-a0334be91263,,,Voiding burns,Brûlures mictionnelles,Voiding burns,Brûlures mictionnelles,,,Misc,N/A,,,,,,,,,,,
009c22a6-6b57-2a5e-4665-288454be6909,,CIEL:161887,Watery diarrhea,Diarrhée aqeuse,Watery diarrhea,Diarrhée aqeuse,,,Misc,N/A,,,,,,,,,,,
774c1b5c-3916-093d-9b21-778346c9617d,,,Hypogastric pain,Douleur hypogastrique,Hypogastric pain,Douleur hypogastrique,,,Misc,N/A,,,,,,,,,,,
94fdaf3b-0325-7325-276e-75b7d2e40ab6,,CIEL:111,Dyspepsia,Dyspepsie,Dyspepsia,Dyspepsie,,,Misc,N/A,,,,,,,,,,,
d3a1d2a9-9281-24bc-7bf7-1d11d10c4226,,CIEL:118771,Dysuria,Dysurie,Dysuria,Dysurie,,,Misc,N/A,,,,,,,,,,,
59437118-0d3a-49fc-1612-195787f0065d,,,Discharge from the eyes,Écoulement des yeux,Discharge from the eyes,Écoulement des yeux,,,Misc,N/A,,,,,,,,,,,
a9a73ab1-2de8-50c8-7262-012b6afc57e1,,CIEL:165501,Runny nose,Écoulement nasal,Runny nose,Écoulement nasal,,,Misc,N/A,,,,,,,,,,,
c1cad65e-5528-2120-42a0-0c7da5243491,,CIEL:512,Rashes,Éruptions cutanées,Rashes,Éruptions cutanées,,,Misc,N/A,,,,,,,,,,,
84826543-5955-8d3a-5c33-58238e9882ae,,,False needs,Faux besoins,False needs,Faux besoins,,,Misc,N/A,,,,,,,,,,,
8f3d3dd0-34e0-62d5-00b6-05f5de2c4551,,CIEL:871,Chills,Frissons,Chills,Frissons,,,Misc,N/A,,,,,,,,,,,
382ae2d9-34ed-9c5c-9c19-da49f93196b4,,CIEL:146926,Halitosis,Halitose,Halitosis,Halitose,,,Misc,N/A,,,,,,,,,,,
f59b66ba-424a-2650-188d-75814d699ab8,,CIEL:840,Hematuria,Hématurie,Hematuria,Hématurie,,,Misc,N/A,,,,,,,,,,,
7d30175f-3033-0c70-8191-3ffee6648a95,,CIEL:6031,Innapetence,Innapétence,Innapetence,Innapétence,,,Misc,N/A,,,,,,,,,,,
af431d3e-2955-05d9-8310-af084e769cdd,,CIEL:6023,Irritability,Irritabilité,Irritability,Irritabilité,,,Misc,N/A,,,,,,,,,,,
1b65189b-5411-80bb-0f5e-92778c2b2c1f,,CIEL:116334,Lethargy,Léthargie,Lethargy,Léthargie,,,Misc,N/A,,,,,,,,,,,
2e27f30d-33cc-7793-6678-0c420e260ad3,,,Leucorrhea,Leucorrhée,Leucorrhea,Leucorrhée,,,Misc,N/A,,,,,,,,,,,
ede3e5ac-62f3-a72a-4f51-5af0307274dc,,,Lipothymia,Lipothymie,Lipothymia,Lipothymie,,,Misc,N/A,,,,,,,,,,,
a0f5cc16-2b79-3ee7-537c-69ba18bf098f,,CIEL:151907,Discomfort,Malaise,Discomfort,Malaise,,,Misc,N/A,,,,,,,,,,,
671d5d29-2309-3e97-01eb-4edbdda1a671,,,Mass,Masse,Mass,Masse,,,Misc,N/A,,,,,,,,,,,
f50a1782-5f2c-02ff-02ed-aaf633840f68,,CIEL:121,Myalgia,Myalgie,Myalgia,Myalgie,,,Misc,N/A,,,,,,,,,,,
40fa132b-01f4-86be-5137-5293836494ba,,,Myasthenia,Myasthénie,Myasthenia,Myasthénie,,,Misc,N/A,,,,,,,,,,,
1e345ced-71ad-576a-a4a7-061540351eab,,CIEL:133497,Nasal obstruction,Obstruction nasale,Nasal obstruction,Obstruction nasale,,,Misc,N/A,,,,,,,,,,,
d6f4eda2-13a2-91dd-539c-957b18e17cca,,,Odinophagia,Odinophagie,Odinophagia,Odinophagie,,,Misc,N/A,,,,,,,,,,,
2ebe14a6-910d-9e01-6e0d-1ae39a997cbb,,CIEL:873,Otorrhea,Otorrhée,Otorrhea,Otorrhée,,,Misc,N/A,,,,,,,,,,,
93fc75f8-65fd-33b1-262b-962777862157,,CIEL:135592,Loss of consciousness,Perte de la conscience,Loss of consciousness,Perte de la conscience,,,Misc,N/A,,,,,,,,,,,
20094112-98c0-9e70-812e-0d1db5d8a5a0,,CIEL:159328,Wound,Plaie,Wound,Plaie,,,Misc,N/A,,,,,,,,,,,
ef0f6cbd-7ac7-36a7-8e25-af4f50605098,,,Pollakiuria,Pollakiurie,Pollakiuria,Pollakiurie,,,Misc,N/A,,,,,,,,,,,
9e170e03-52f3-20dd-084d-2ea7ca85458f,,CIEL:140939,Polydipsia,Polydipsie,Polydipsia,Polydipsie,,,Misc,N/A,,,,,,,,,,,
87c5a811-0273-7f08-8408-571d9dfd5370,,CIEL:118483,Polyphagia,Polyphagie,Polyphagia,Polyphagie,,,Misc,N/A,,,,,,,,,,,
97fb1297-2502-25f2-1983-a056d9a557b8,,,Hypertensive surge,Poussée hypertensive,Hypertensive surge,Poussée hypertensive,,,Misc,N/A,,,,,,,,,,,
123854e8-a1ed-2bed-5151-c9472eeb2258,,CIEL:5544,Weight gain,Prise de poids,Weight gain,Prise de poids,,,Misc,N/A,,,,,,,,,,,
6e8ed362-5b01-0c7a-3ca1-f4b4fe139c1c,,,Dermatological problems,Problèmes dermatologiques,Dermatological problems,Problèmes dermatologiques,,,Misc,N/A,,,,,,,,,,,
66d06234-859e-8402-0b0c-da60e2dd1afa,,,Anal pruritus,Prurit anal,Anal pruritus,Prurit anal,,,Misc,N/A,,,,,,,,,,,
ef35f99c-0f59-82a0-3e37-d175d03a35f2,,,Dermatological pruritus,Prurit dermatologique,Dermatological pruritus,Prurit dermatologique,,,Misc,N/A,,,,,,,,,,,
9b2c628c-175b-1f1e-3381-38fd31147ed5,,,Vaginal itching,Prurit vaginal,Vaginal itching,Prurit vaginal,,,Misc,N/A,,,,,,,,,,,
5bfa4b57-2f35-1f11-569d-e04f0cd16888,,,Rectorragie,Rectorragie,Rectorragie,Rectorragie,,,Misc,N/A,,,,,,,,,,,
a9c62a16-133a-0ed1-80ed-4847625766a9,,,Delayed periods,Retard des règles,Delayed periods,Retard des règles,,,Misc,N/A,,,,,,,,,,,
c032cb50-182a-83c8-151f-2cdb80a45e86,,CIEL:140941,Profuse sweats,Sueurs profuses,Profuse sweats,Sueurs profuses,,,Misc,N/A,,,,,,,,,,,
1ddc1171-8b77-0f79-718d-0e467d4122f9,,CIEL:125166,Syncope,Syncope,Syncope,Syncope,,,Misc,N/A,,,,,,,,,,,
2a94ad77-778e-4075-58b7-68aa2c4926cc,,CIEL:124990,Tenesmus,Ténesme,Tenesmus,Ténesme,,,Misc,N/A,,,,,,,,,,,
f08dd30d-4211-50bf-6791-ab4d25e845a2,,CIEL:123074,Visual disturbance,Trouble visuel,Visual disturbance,Trouble visuel,,,Misc,N/A,,,,,,,,,,,
6e6f3d4f-8bb9-7712-5d30-15ce540552b9,,CIEL:141831,Dizziness,Vertiges,Dizziness,Vertiges,,,Misc,N/A,,,,,,,,,,,
ee87630f-8af9-57cd-532f-191579d287c6,,,Assault by animal suspected of rabies,Agression par animal suspect de rage,Assault by animal suspected of rabies,Agression par animal suspect de rage,,,Misc,N/A,,,,,,,,,,,
2518a35f-a359-038e-55e0-63ddbc6078f3,,,Abnormal phenomenon,Phénomène anormal,Abnormal phenomenon,Phénomène anormal,,,Misc,N/A,,,,,,,,,,,
24fb05d5-8447-a568-7d7b-f9f9cfdb08f6,,,Breathing difficulties,Difficultées respiratoires,Breathing difficulties,Difficultées respiratoires,,,Misc,N/A,,,,,,,,,,,
e1f03f74-0e49-47f0-b5e4-3064ad11c607,,CIEL:86,Vehicle Road Accident,Accident de la voie publique - Auto,Vehicle Road Accident,Accident de la voie publique - Auto,,,Misc,N/A,,,,,,,,,,,
7c71dbd6-0662-465a-ae23-1dafb8b276c3,,,Motorcycle Road Accident,Accident de la voie publique - Moto,Motorcycle Road Accident,Accident de la voie publique - Moto,,,Misc,N/A,,,,,,,,,,,
a7420e1f-e9de-4666-8279-f8c327d3f804,,CIEL:133914,Other Road Accident Type,Accident de la voie publique - Autre,Other Road Accident Type,Accident de la voie publique - Autre,,,Misc,N/A,,,,,,,,,,,
e3c21cda-c34c-490d-8f35-d5ecf7065f55,,CIEL:154497,Work Accident,Accident de travail,Work Accident,Accident de travail,,,Misc,N/A,,,,,,,,,,,
cb75509b-c99e-4b29-bb54-fcc04aece492,,,Domestic Accident,Accident domestique,Domestic Accident,Accident domestique,,,Misc,N/A,,,,,,,,,,,
32d73992-5d50-4515-b3d7-1163926f0dd8,,CIEL:123160,Sexual Violence,Violence - Sexuelle,Sexual Violence,Violence - Sexuelle,,,Misc,N/A,,,,,,,,,,,
3b5eeccb-dbcf-4a7b-8441-82877df0f620,,CIEL:158358,Physical Violence,Violence - Physique,Physical Violence,Violence - Physique,,,Misc,N/A,,,,,,,,,,,
14dd822f-cda0-44b8-9b46-84f2f0eb2be8,,,Other Violence Type,Violence - Autre,Other Violence Type,Violence - Autre,,,Misc,N/A,,,,,,,,,,,
75234984-eeae-4381-a31b-3275399a4058,,,Osteo-articular Pain,Douleur ostéo-articulaire,Osteo-articular Pain,Douleur ostéo-articulaire,,,Misc,N/A,,,,,,,,,,,
24314c1a-d2eb-47e3-8199-c80f876d02c7,,,Diabetic Follow-ups,Suivis diabétique,Diabetic Follow-ups,Suivis diabétique,,,Misc,N/A,,,,,,,,,,,
162487ae-a603-4936-9d96-86fd8484e327,,,HTA Follow-ups,Suivis HTA,HTA Follow-ups,Suivis HTA,,,Misc,N/A,,,,,,,,,,,
20f2a2d7-af0f-4e58-b6e5-8f9b8074cf73,,,Clinic Appointment,Rendez-vous clinique,Clinic Appointment,Rendez-vous clinique,,,Misc,N/A,,,,,,,,,,,
33c31827-1f0d-4843-a84c-e98db2406b27,,CIEL:5219,Reason for Consultation,Motif de consultation,Reason for Consultation,Motif de consultation,,,Misc,Coded,,"Fièvre;Gonflement des membres;Lésions dermatologiques;Pieds gonflés;Troubles de la vision;Saignements vaginaux;Contractions utérines;Masse abdominale;Anorexie;Trouble anxieux;Saignement rectal;Douleur thoracique (R07.4);Fente palatine (Q35.9);Fente labiale (Q36.9);Constipation;Toux (R05);Bébé pleure excessivement;Caries dentaires;Dysphagie (R13);Epistaxis (R04.0);Autres retards du developpement physiologique (R62.8);Fatigue et malaise;Problème d'alimentation (nourrisson / personnes âgées);Respiration sifflante;Difficulté à marcher;Vomissement (R11);Ulcère des membres inférieurs;Mal de gorge;Transpiration excessive;Stomatite et mucite;Quelque chose sort par vagin;Anemie falciforme (D57.1);Essoufflement;Crises fébriles simples;Crises / convulsions;Quelque chose sortant de l'anus;Éruption non vésiculaire;Polyurie;Des palpitations;Mal au dos;Douleur au genou (M25.5);Douleur chronique liée à un traumatisme;Travail dystocique (O66.8);Nocturie;La nausée;Nausee et vomissements (R11);Changements d'état mental;Perte de mémoire;Gonflement;Masse mammaire (N63);Gonflement / masse superficielle localisée;Gonflement des articulations;Cycle menstruel irregulier (N92.6);Blessure;Infertilité;Enrouement;Hoquet;Hemoptysie (R04.2);Hémiplégie et hémiparésie;Sang dans le vomi;Pyrosis (R12);Perte auditive;Cephalee (R51);Maladies gingivales et parodontales;Gaz/ballonnements;Fracture (T14.2);Douleurs abdominales;Acouphènes;Agitation;Altération de la conscience;Amenorrhee (N91.2);Aphasie;Arthralgie;Asthenie (R53);Bilan de santé;Brûlures mictionnelles;Delire (F05.9);Diarrhée aqeuse;Diarrhee sanglante (A09.0);Douleur, sans precision (R52.9);Douleur epigastrique (R10.1);Douleur hypogastrique;Dyspepsie;Dyspnee (R06.0);Dysurie;Écoulement des yeux;Écoulement nasal;Éruptions cutanées;Faux besoins;Frissons;Halitose;Hématurie;Hematemese (K92.0);Innapétence;Irritabilité;Léthargie;Leucorrhée;Lipothymie;Malaise;Masse;Myalgie;Myasthénie;Obstruction nasale;Odinophagie;Otalgie (H92.0);Otorrhée;Perte de la conscience;Perte de poids (R63.4);Plaie;Pollakiurie;Polydipsie;Polyphagie;Poussée hypertensive;Prise de poids;Problèmes dermatologiques;Prurit anal;Prurit dermatologique;Prurit vaginal;Rectorragie;Regurgitations (R11);Retard des règles;Sueurs profuses;Syncope;Ténesme;Trouble visuel;Vertiges;Agression par animal suspect de rage;Phénomène anormal;Difficultées respiratoires;Flatulence et troubles apparentes (R14);Congestions des sinus;Accident de la voie publique - Auto;Accident de la voie publique - Moto;Accident de la voie publique - Autre;Gonflement / masse superficielle localisée;Accident de travail;Accident domestique;Violence - Sexuelle;Violence - Physique;Violence - Autre;Douleur ostéo-articulaire;Suivis diabétique;Suivis HTA;Rendez-vous clinique;Autre",,,,,,,,,
c3949eb6-3f10-11e4-adec-0800271c1b75,,,Reason for Consultation Data,Motif de consultation data,Reason for Consultation Data,Motif de consultation data,,,ConvSet,N/A,,,Motif de consultation; Précisions; Durée; Unités de temps,,,,,,,,
b16066fa-6291-4375-3a39-f9f987320f88,,,Picture,Image,Picture,Image,,,Image,Complex,,,,,,,,,,,
