uuid,Void/Retire,Same as mappings,Fully specified name:en,Fully specified name:fr,Short name:en,Short name:fr,Description:en,Description:fr,Data class,Data type,Complex data handler,Answers,Members,Allow decimals,Units,Normal low,Normal high,Absolute low,Absolute high,_version:1,_order:1400
0fdb609d-41d2-401b-9f8f-e96c98aa0bdc,,,Malnutrition Signs and symptoms set,Symptômes de malnutrition set,Malnutrition Signs and symptoms set,Symptômes de malnutrition set,,,ConvSet,N/A,,,Symptômes de malnutrition;Durée;Unités de temps,,,,,,,,
90eec1b7-57fc-41c4-9974-6f9587bdf368,,CIEL:142373,Chest Indrawing,Tirage/Enfoncement thoracique,Chest Indrawing,Tirage/Enfoncement thoracique,,,Misc,Coded,,bf885a9d-9f98-4990-8c20-ac4ace816bfe;2120763c-6c49-4133-b532-1e931ab4858a,,,,,,,,,
f4da9202-f358-469c-9987-55cae483cbbb,,CIEL:162508,Signs of dehydration,Signes de déshydratation,Signs of dehydration,Signes de déshydratation,,,Misc,Coded,,Non;Modéré;Sévère,,,,,,,,,
910a2ec7-0672-4880-a2b9-1f9938323611,,CIEL:127623,Restless,Agité,Restless,Agité,,,Misc,N/A,,,,,,,,,,,
279561c9-e537-42c7-87cc-c16fe6eb6c6e,,CIEL:6023,Irritable,Irritable,Irritable,Irritable,,,Misc,N/A,,,,,,,,,,,
3af92575-4fde-4982-ae14-85f815c452c8,,,Passive,Passif,Passive,Passif,,,Misc,N/A,,,,,,,,,,,
afff0d91-df0f-4913-a34a-22e94628bbc5,,CIEL:162643,State of consciousness,Etat de conscience,State of consciousness,Etat de conscience,,,Misc,Coded,,Normal;Passif;Agité;Irritable,,,,,,,,,
24a58167-e111-48a7-953b-d4c169964821,,CIEL:162509,Cold,Froid(e),Cold,Froid(e),,,Misc,N/A,,,,,,,,,,,
7ea58c8f-be4c-4c7c-80d7-e43459be45d4,,,Extremities,Extremités,Extremities,Extremités,,,Misc,Coded,,Normal;Froid(e),,,,,,,,,
6513d6c6-d706-4419-9311-ea7e32b2c5b1,,,Dry,Sèches,Dry,Sèches,,,Misc,N/A,,,,,,,,,,,
566d50e2-5041-4b81-b6d0-da87fdbf1c2f,,CIEL:873,Ear Discharge,Écoulement,Ear Discharge,Écoulement,,,Misc,N/A,,,,,,,,,,,
3d993c8b-107d-4520-871c-b984d106343b,,,Appearance of the ears,Apparence des oreilles,Appearance of the ears,Apparence des oreilles,,,Misc,Coded,,"Normal;Sèches;Douleur, sans precision (R52.9);Écoulement",,,,,,,,,
a5dde366-b83b-4766-ae8b-2be0b77385bd,,CIEL:5334,Oral thrush,Muguet,Oral thrush,Muguet,,,Misc,N/A,,,,,,,,,,,
9df01f14-c567-4a42-a53a-8eff79529479,,,Inflammation,Inflammation,Inflammation,Inflammation,,,Misc,N/A,,,,,,,,,,,
4fe02b51-1e07-485b-a66a-94b98fdca754,,,Oral appearance,Apparenece buccale,Oral appearance,Apparenece buccale,,,Misc,Coded,,Normal;Muguet;Inflammation,,,,,,,,,
5597ab5f-4551-48d5-b09e-fdf66a5d18d5,,CIEL:140,Scabies,Gale,Scabies,Gale,,,Misc,N/A,,,,,,,,,,,
3c5c24dd-38a3-4418-8e8e-55c33df7b0b2,,CIEL:123919,Ulcers,Ulcères,Ulcers,Ulcères,,,Misc,N/A,,,,,,,,,,,
5b227510-5f7a-4d53-9f45-0a74556f1bfb,,CIEL:150632,Abscess,Abcès,Abscess,Abcès,,,Misc,N/A,,,,,,,,,,,
31e330c1-fe09-437c-9c84-10607d29f0d2,,CIEL:154317,Desquamation,Desquamation,Desquamation,Desquamation,,,Misc,N/A,,,,,,,,,,,
28e80fcf-ddf1-48fd-8784-a6da98589f2c,,,Skin appearance,Apparence de la peau,Skin appearance,Apparence de la peau,,,Misc,Coded,,Normal;Gale;Ulcères;Abcès;Desquamation,,,,,,,,,
2b3bc872-0a39-4988-bcb0-017841c6f300,,CIEL:160614,Axillary,Axillaire,Axillary,Axillaire,,,Misc,N/A,,,,,,,,,,,
c1db62b1-082b-46b1-b2a8-bb8da60a6e5a,,CIEL:160604,Neck,Cou,Neck,Cou,,,Misc,N/A,,,,,,,,,,,
cba34152-fbda-4953-bc5c-0cc44db433a1,,CIEL:160680,Inguinal fold,Pli inguinal,Inguinal fold,Pli inguinal,,,Misc,N/A,,,,,,,,,,,
8d182e71-f10f-42de-b79e-6005917751bb,,CIEL:160683,Lymph Nodes,Ganglions,Lymph Nodes,Ganglions,,,Misc,Coded,,Normal;Axillaire;Cou;Pli inguinal,,,,,,,,,
4dc86194-6a6b-44d5-8681-2d6d15f61577,,,Other Problems,Autres problèmes,Other Problems,Autres problèmes,,,Misc,Coded,,bf885a9d-9f98-4990-8c20-ac4ace816bfe;2120763c-6c49-4133-b532-1e931ab4858a,,,,,,,,,
872f2b62-dbe7-430e-ba77-fa1440b170b7,,,Other Problems Details,Détails des autres problèmes,Other Problems Details,Détails des autres problèmes,,,Misc,Text,,,,,,,,,,,
b82cb558-1b79-4dba-a30a-2f7bd93d8c7c,,CIEL:159405,Good,Bon,Good,Bon,,,Misc,N/A,,,,,,,,,,,
b46aa35e-9fa3-4d61-9d88-e805648c7eac,,CIEL:159406,Fair,Moyen,Fair,Moyen,,,Misc,N/A,,,,,,,,,,,
6c5e5c1d-137c-421c-ae7e-243dd24fbe18,,,Refusal,Refus,Refusal,Refus,,,Misc,N/A,,,,,,,,,,,
7c383fa5-d85b-4b5f-b41f-d86826403969,,,Appetite,Appétit,Appetite,Appétit,,,Misc,Coded,,Bon;Moyen;Refus,,,,,,,,,
43da897c-9936-40db-9b19-7be549505d93,,CIEL:159822,Follow-up appointment,RDV de suivi,Follow-up appointment,RDV de suivi,,,Misc,N/A,,,,,,,,,,,
713ab6cf-71e6-4f69-9a8a-747b948a5656,,CIEL:159791,Cured,Guéri,Cured,Guéri,,,Misc,N/A,,,,,,,,,,,
08e3c76b-f95c-48e2-9249-51311f3453ec,,,Fail,Échec,Fail,Échec,,,Misc,N/A,,,,,,,,,,,
3cd5bb6d-29ae-4f3c-90e4-dd77fb08c2ca,,,Withdrawal,Abandon,Withdrawal,Abandon,,,Misc,N/A,,,,,,,,,,,
fb25b6de-d7d2-4a0b-a2e0-54517e723d03,,CIEL:1648,Referred,Référé,Referred,Référé,,,Misc,N/A,,,,,,,,,,,
32de1494-eb45-47fa-bc1f-4ea80cb487e5,,,Result of the visit,Resultat de la visite,Result of the visit,Resultat de la visite,,,Misc,Coded,,RDV de suivi;Guéri;Échec;Abandon;Référé,,,,,,,,,
