Concept,Member,Member Type,Sort Weight,_version:1,_order:1000
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:1310,CONCEPT-SET,31,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:854,CONCEPT-SET,32,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:853,CONCEPT-SET,33,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:1027,CONCEPT-SET,34,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:165860,CONCEPT-SET,35,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:1033,CONCEPT-SET,36,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:1034,CONCEPT-SET,37,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:163654,CONCEPT-SET,38,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:168211,CONCEPT-SET,39,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:161232,CONCEPT-SET,40,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:161526,CONCEPT-SET,41,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:161527,CONCEPT-SET,42,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:161230,CONCEPT-SET,43,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:166199,CONCEPT-SET,44,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:1024,CONCEPT-SET,45,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:1340,CONCEPT-SET,46,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:163429,CONCEPT-SET,47,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:163428,CONCEPT-SET,48,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:166377,CONCEPT-SET,49,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:163432,CONCEPT-SET,50,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:163431,CONCEPT-SET,51,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:163442,CONCEPT-SET,52,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:161133,CONCEPT-SET,53,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:167905,CONCEPT-SET,54,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:163594,CONCEPT-SET,55,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:163704,CONCEPT-SET,56,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:167173,CONCEPT-SET,57,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:163703,CONCEPT-SET,58,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:163705,CONCEPT-SET,59,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:163706,CONCEPT-SET,60,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:163707,CONCEPT-SET,61,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:165396,CONCEPT-SET,62,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:165395,CONCEPT-SET,63,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:162282,CONCEPT-SET,64,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:161519,CONCEPT-SET,65,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:165544,CONCEPT-SET,66,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:165985,CONCEPT-SET,67,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:163430,CONCEPT-SET,68,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:168323,CONCEPT-SET,69,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:1321,CONCEPT-SET,70,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:1320,CONCEPT-SET,71,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:1322,CONCEPT-SET,72,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:161234,CONCEPT-SET,73,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:167785,CONCEPT-SET,74,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:161471,CONCEPT-SET,75,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:1324,CONCEPT-SET,76,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:1323,CONCEPT-SET,77,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:167810,CONCEPT-SET,78,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:167786,CONCEPT-SET,79,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:168023,CONCEPT-SET,80,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:167787,CONCEPT-SET,81,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:161529,CONCEPT-SET,82,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:161528,CONCEPT-SET,83,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:1044,CONCEPT-SET,84,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:1046,CONCEPT-SET,85,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:1037,CONCEPT-SET,86,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:166046,CONCEPT-SET,87,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:844,CONCEPT-SET,88,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:167441,CONCEPT-SET,89,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:1030,CONCEPT-SET,90,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:1318,CONCEPT-SET,91,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:1042,CONCEPT-SET,92,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:1041,CONCEPT-SET,93,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:1040,CONCEPT-SET,94,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:1326,CONCEPT-SET,95,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:856,CONCEPT-SET,96,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:1305,CONCEPT-SET,97,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:1045,CONCEPT-SET,98,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:1047,CONCEPT-SET,99,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:165089,CONCEPT-SET,100,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:163610,CONCEPT-SET,101,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:163342,CONCEPT-SET,102,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:165557,CONCEPT-SET,103,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:1329,CONCEPT-SET,104,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:167166,CONCEPT-SET,105,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:161150,CONCEPT-SET,106,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:163545,CONCEPT-SET,107,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:163615,CONCEPT-SET,108,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:1319,CONCEPT-SET,109,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:165558,CONCEPT-SET,110,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:1021,CONCEPT-SET,111,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:163593,CONCEPT-SET,112,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:1307,CONCEPT-SET,113,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:165559,CONCEPT-SET,114,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:165578,CONCEPT-SET,115,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:1023,CONCEPT-SET,116,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:1339,CONCEPT-SET,117,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:166017,CONCEPT-SET,118,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:1022,CONCEPT-SET,119,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:163597,CONCEPT-SET,120,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:163595,CONCEPT-SET,121,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:163598,CONCEPT-SET,122,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:165984,CONCEPT-SET,123,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:1309,CONCEPT-SET,124,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:1308,CONCEPT-SET,125,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:165560,CONCEPT-SET,126,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:159859,CONCEPT-SET,127,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:163671,CONCEPT-SET,128,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:166423,CONCEPT-SET,129,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:165303,CONCEPT-SET,130,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:165579,CONCEPT-SET,131,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:165580,CONCEPT-SET,132,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:163604,CONCEPT-SET,133,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:160232,CONCEPT-SET,134,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:161524,CONCEPT-SET,135,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:161525,CONCEPT-SET,136,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:165624,CONCEPT-SET,137,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:165982,CONCEPT-SET,138,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:165966,CONCEPT-SET,139,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:168105,CONCEPT-SET,140,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:168207,CONCEPT-SET,141,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:167182,CONCEPT-SET,142,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:160708,CONCEPT-SET,143,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:166047,CONCEPT-SET,144,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:163605,CONCEPT-SET,145,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:164920,CONCEPT-SET,146,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:1333,CONCEPT-SET,147,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:1332,CONCEPT-SET,148,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:952,CONCEPT-SET,149,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:1331,CONCEPT-SET,150,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:1330,CONCEPT-SET,151,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:166395,CONCEPT-SET,152,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:163427,CONCEPT-SET,153,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:165302,CONCEPT-SET,154,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:161433,CONCEPT-SET,155,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:161233,CONCEPT-SET,156,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:300,CONCEPT-SET,157,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:161149,CONCEPT-SET,158,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:5497,CONCEPT-SET,159,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:730,CONCEPT-SET,160,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:161435,CONCEPT-SET,161,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:163426,CONCEPT-SET,162,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:161155,CONCEPT-SET,163,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:166018,CONCEPT-SET,164,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:159607,CONCEPT-SET,165,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:855,CONCEPT-SET,166,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:160912,CONCEPT-SET,167,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:160226,CONCEPT-SET,168,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:159644,CONCEPT-SET,169,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:161454,CONCEPT-SET,170,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:21,CONCEPT-SET,171,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:165301,CONCEPT-SET,172,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:166137,CONCEPT-SET,173,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:1015,CONCEPT-SET,174,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:161421,CONCEPT-SET,175,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:161472,CONCEPT-SET,176,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:1356,CONCEPT-SET,177,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:159606,CONCEPT-SET,178,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:161482,CONCEPT-SET,179,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:1338,CONCEPT-SET,180,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:32,CONCEPT-SET,181,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:1017,CONCEPT-SET,182,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:1018,CONCEPT-SET,183,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:851,CONCEPT-SET,184,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:1336,CONCEPT-SET,185,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:161153,CONCEPT-SET,186,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:161427,CONCEPT-SET,187,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:161423,CONCEPT-SET,188,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:729,CONCEPT-SET,189,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:160914,CONCEPT-SET,190,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:167175,CONCEPT-SET,191,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:167176,CONCEPT-SET,192,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:167174,CONCEPT-SET,193,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:167177,CONCEPT-SET,194,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:161481,CONCEPT-SET,195,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:163722,CONCEPT-SET,196,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:1643,CONCEPT-SET,197,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:679,CONCEPT-SET,198,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:1016,CONCEPT-SET,199,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:1327,CONCEPT-SET,200,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:161470,CONCEPT-SET,201,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:160225,CONCEPT-SET,202,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:161459,CONCEPT-SET,203,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:161460,CONCEPT-SET,204,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:159655,CONCEPT-SET,205,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:299,CONCEPT-SET,206,,
0166bbd5-8609-4c78-b830-53512a4cbbd3,CIEL:678,CONCEPT-SET,207,,
163364AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:165859,CONCEPT-SET,1,,
163364AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:165861,CONCEPT-SET,2,,
163364AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:165852,CONCEPT-SET,3,,
163364AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:165841,CONCEPT-SET,4,,
163364AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:165842,CONCEPT-SET,5,,
163364AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:165840,CONCEPT-SET,6,,
163364AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:165895,CONCEPT-SET,7,,
163364AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:165865,CONCEPT-SET,8,,
1001AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:163437,CONCEPT-SET,1,,
1001AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:163438,CONCEPT-SET,2,,
1001AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:159864,CONCEPT-SET,3,,
1001AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:159863,CONCEPT-SET,4,,
1001AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:159824,CONCEPT-SET,5,,
1001AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:159823,CONCEPT-SET,6,,
1001AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:168136,CONCEPT-SET,7,,
1001AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:166023,CONCEPT-SET,8,,
1001AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:164924,CONCEPT-SET,9,,
1001AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:163612,CONCEPT-SET,10,,
1001AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:163613,CONCEPT-SET,11,,
1001AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:163616,CONCEPT-SET,12,,
1001AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:163617,CONCEPT-SET,13,,
1001AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:165838,CONCEPT-SET,14,,
1001AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:166198,CONCEPT-SET,15,,
1001AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:162598,CONCEPT-SET,16,,
1001AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:162597,CONCEPT-SET,17,,
1001AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:162599,CONCEPT-SET,18,,
1001AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:167894,CONCEPT-SET,19,,
1001AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:168210,CONCEPT-SET,20,,
1001AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:160053,CONCEPT-SET,21,,
1001AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:1035,CONCEPT-SET,22,,
1001AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:163614,CONCEPT-SET,23,,
1001AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:163627,CONCEPT-SET,24,,
1001AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:163001,CONCEPT-SET,25,,
1001AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:165954,CONCEPT-SET,26,,
1001AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:168216,CONCEPT-SET,27,,
1001AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:168154,CONCEPT-SET,28,,
1001AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:159826,CONCEPT-SET,29,,
1001AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:165953,CONCEPT-SET,30,,
1001AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:165853,CONCEPT-SET,31,,
1001AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:163414,CONCEPT-SET,32,,
1001AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:192,CONCEPT-SET,33,,
1001AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:166123,CONCEPT-SET,34,,
1001AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:159828,CONCEPT-SET,35,,
1001AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:166396,CONCEPT-SET,36,,
1001AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:1012,CONCEPT-SET,37,,
1001AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:168212,CONCEPT-SET,38,,
1001AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:163592,CONCEPT-SET,39,,
1001AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:166397,CONCEPT-SET,40,,
1001AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:166045,CONCEPT-SET,41,,
1001AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:165896,CONCEPT-SET,42,,
1001AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:165835,CONCEPT-SET,43,,
1001AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:165898,CONCEPT-SET,44,,
1001AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:165836,CONCEPT-SET,45,,
1001AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:165837,CONCEPT-SET,46,,
1001AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:165899,CONCEPT-SET,47,,
1001AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:165839,CONCEPT-SET,48,,
1001AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:166040,CONCEPT-SET,49,,
1001AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:166039,CONCEPT-SET,50,,
1001AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:165176,CONCEPT-SET,51,,
1001AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:1945,CONCEPT-SET,52,,
1001AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:165611,CONCEPT-SET,53,,
1001AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:166399,CONCEPT-SET,54,,
1001AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:168153,CONCEPT-SET,55,,
1001AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:168151,CONCEPT-SET,56,,
1001AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161531,CONCEPT-SET,57,,
1001AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161530,CONCEPT-SET,58,,
1001AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:168213,CONCEPT-SET,59,,
