Concept,Member,Member Type,Sort Weight,_version:1,_order:1000
163958AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:159601,CONCEPT-SET,10,,
163958AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:159600,CONCEPT-SET,11,,
4573be0e-1370-4c36-b932-ac320ebd5c00,CIEL:163003,CONCEPT-SET,1,,
4573be0e-1370-4c36-b932-ac320ebd5c00,CIEL:161162,CONCEPT-SET,2,,
4573be0e-1370-4c36-b932-ac320ebd5c00,CIEL:161353,CONCEPT-SET,3,,
4573be0e-1370-4c36-b932-ac320ebd5c00,CIEL:161292,CONCEPT-SET,4,,
4573be0e-1370-4c36-b932-ac320ebd5c00,CIEL:165155,CONCEPT-SET,5,,
4573be0e-1370-4c36-b932-ac320ebd5c00,CIEL:163039,CONCEPT-SET,6,,
4573be0e-1370-4c36-b932-ac320ebd5c00,CIEL:163037,CONCEPT-SET,7,,
4573be0e-1370-4c36-b932-ac320ebd5c00,CIEL:163040,CONCEPT-SET,8,,
4573be0e-1370-4c36-b932-ac320ebd5c00,CIEL:163038,CONCEPT-SET,9,,
4573be0e-1370-4c36-b932-ac320ebd5c00,CIEL:162292,CONCEPT-SET,10,,
4573be0e-1370-4c36-b932-ac320ebd5c00,CIEL:168200,CONCEPT-SET,11,,
4573be0e-1370-4c36-b932-ac320ebd5c00,CIEL:167879,CONCEPT-SET,12,,
4573be0e-1370-4c36-b932-ac320ebd5c00,CIEL:168201,CONCEPT-SET,13,,
4573be0e-1370-4c36-b932-ac320ebd5c00,CIEL:168199,CONCEPT-SET,14,,
4573be0e-1370-4c36-b932-ac320ebd5c00,CIEL:162291,CONCEPT-SET,15,,
4573be0e-1370-4c36-b932-ac320ebd5c00,CIEL:168575,CONCEPT-SET,16,,
4573be0e-1370-4c36-b932-ac320ebd5c00,CIEL:168576,CONCEPT-SET,17,,
4573be0e-1370-4c36-b932-ac320ebd5c00,CIEL:162290,CONCEPT-SET,18,,
4573be0e-1370-4c36-b932-ac320ebd5c00,CIEL:165158,CONCEPT-SET,19,,
4573be0e-1370-4c36-b932-ac320ebd5c00,CIEL:165142,CONCEPT-SET,20,,
4573be0e-1370-4c36-b932-ac320ebd5c00,CIEL:161316,CONCEPT-SET,21,,
4573be0e-1370-4c36-b932-ac320ebd5c00,CIEL:161312,CONCEPT-SET,22,,
4573be0e-1370-4c36-b932-ac320ebd5c00,CIEL:161314,CONCEPT-SET,23,,
4573be0e-1370-4c36-b932-ac320ebd5c00,CIEL:161311,CONCEPT-SET,24,,
4573be0e-1370-4c36-b932-ac320ebd5c00,CIEL:161309,CONCEPT-SET,25,,
4573be0e-1370-4c36-b932-ac320ebd5c00,CIEL:161315,CONCEPT-SET,26,,
4573be0e-1370-4c36-b932-ac320ebd5c00,CIEL:161313,CONCEPT-SET,27,,
4573be0e-1370-4c36-b932-ac320ebd5c00,CIEL:161310,CONCEPT-SET,28,,
4573be0e-1370-4c36-b932-ac320ebd5c00,CIEL:161293,CONCEPT-SET,29,,
4573be0e-1370-4c36-b932-ac320ebd5c00,CIEL:164069,CONCEPT-SET,30,,
4573be0e-1370-4c36-b932-ac320ebd5c00,CIEL:165141,CONCEPT-SET,31,,
4573be0e-1370-4c36-b932-ac320ebd5c00,CIEL:161165,CONCEPT-SET,32,,
4573be0e-1370-4c36-b932-ac320ebd5c00,CIEL:164705,CONCEPT-SET,33,,
4573be0e-1370-4c36-b932-ac320ebd5c00,CIEL:163004,CONCEPT-SET,34,,
4573be0e-1370-4c36-b932-ac320ebd5c00,CIEL:163005,CONCEPT-SET,35,,
4573be0e-1370-4c36-b932-ac320ebd5c00,CIEL:162287,CONCEPT-SET,36,,
4573be0e-1370-4c36-b932-ac320ebd5c00,CIEL:165153,CONCEPT-SET,37,,
4573be0e-1370-4c36-b932-ac320ebd5c00,CIEL:162288,CONCEPT-SET,38,,
4573be0e-1370-4c36-b932-ac320ebd5c00,CIEL:846,CONCEPT-SET,39,,
4573be0e-1370-4c36-b932-ac320ebd5c00,CIEL:162293,CONCEPT-SET,40,,
4573be0e-1370-4c36-b932-ac320ebd5c00,CIEL:165150,CONCEPT-SET,41,,
4573be0e-1370-4c36-b932-ac320ebd5c00,CIEL:165151,CONCEPT-SET,42,,
4573be0e-1370-4c36-b932-ac320ebd5c00,CIEL:165154,CONCEPT-SET,43,,
4573be0e-1370-4c36-b932-ac320ebd5c00,CIEL:161163,CONCEPT-SET,44,,
4573be0e-1370-4c36-b932-ac320ebd5c00,CIEL:162286,CONCEPT-SET,45,,
4573be0e-1370-4c36-b932-ac320ebd5c00,CIEL:162289,CONCEPT-SET,46,,
4573be0e-1370-4c36-b932-ac320ebd5c00,CIEL:162294,CONCEPT-SET,47,,
1349AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161251,CONCEPT-SET,1,,
1349AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:165124,CONCEPT-SET,2,,
1349AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:12,CONCEPT-SET,3,,
1349AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:165152,CONCEPT-SET,4,,
1349AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161351,CONCEPT-SET,5,,
1349AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:165104,CONCEPT-SET,6,,
1349AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161273,CONCEPT-SET,7,,
1349AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161295,CONCEPT-SET,8,,
1349AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161272,CONCEPT-SET,9,,
1349AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161296,CONCEPT-SET,10,,
1349AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161294,CONCEPT-SET,11,,
1349AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161297,CONCEPT-SET,12,,
1349AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:165103,CONCEPT-SET,13,,
1349AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161345,CONCEPT-SET,14,,
1349AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:165139,CONCEPT-SET,15,,
1349AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:165102,CONCEPT-SET,16,,
1349AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161344,CONCEPT-SET,17,,
1349AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:165143,CONCEPT-SET,18,,
26b938d8-2cd4-44a3-b667-eb46b6aa0b7b,CIEL:167896,CONCEPT-SET,1,,
26b938d8-2cd4-44a3-b667-eb46b6aa0b7b,CIEL:167893,CONCEPT-SET,2,,
26b938d8-2cd4-44a3-b667-eb46b6aa0b7b,CIEL:159618,CONCEPT-SET,3,,
26b938d8-2cd4-44a3-b667-eb46b6aa0b7b,CIEL:161164,CONCEPT-SET,4,,
26b938d8-2cd4-44a3-b667-eb46b6aa0b7b,CIEL:161286,CONCEPT-SET,5,,
26b938d8-2cd4-44a3-b667-eb46b6aa0b7b,CIEL:161287,CONCEPT-SET,6,,
26b938d8-2cd4-44a3-b667-eb46b6aa0b7b,CIEL:161284,CONCEPT-SET,7,,
26b938d8-2cd4-44a3-b667-eb46b6aa0b7b,CIEL:167897,CONCEPT-SET,8,,
26b938d8-2cd4-44a3-b667-eb46b6aa0b7b,CIEL:161280,CONCEPT-SET,9,,
26b938d8-2cd4-44a3-b667-eb46b6aa0b7b,CIEL:161274,CONCEPT-SET,10,,
26b938d8-2cd4-44a3-b667-eb46b6aa0b7b,CIEL:161289,CONCEPT-SET,11,,
26b938d8-2cd4-44a3-b667-eb46b6aa0b7b,CIEL:161276,CONCEPT-SET,12,,
26b938d8-2cd4-44a3-b667-eb46b6aa0b7b,CIEL:167892,CONCEPT-SET,13,,
26b938d8-2cd4-44a3-b667-eb46b6aa0b7b,CIEL:161290,CONCEPT-SET,14,,
26b938d8-2cd4-44a3-b667-eb46b6aa0b7b,CIEL:161275,CONCEPT-SET,15,,
26b938d8-2cd4-44a3-b667-eb46b6aa0b7b,CIEL:161279,CONCEPT-SET,16,,
26b938d8-2cd4-44a3-b667-eb46b6aa0b7b,CIEL:167891,CONCEPT-SET,17,,
26b938d8-2cd4-44a3-b667-eb46b6aa0b7b,CIEL:165160,CONCEPT-SET,18,,
26b938d8-2cd4-44a3-b667-eb46b6aa0b7b,CIEL:165159,CONCEPT-SET,19,,
26b938d8-2cd4-44a3-b667-eb46b6aa0b7b,CIEL:165161,CONCEPT-SET,20,,
26b938d8-2cd4-44a3-b667-eb46b6aa0b7b,CIEL:845,CONCEPT-SET,21,,
26b938d8-2cd4-44a3-b667-eb46b6aa0b7b,CIEL:852,CONCEPT-SET,22,,
26b938d8-2cd4-44a3-b667-eb46b6aa0b7b,CIEL:161281,CONCEPT-SET,23,,
26b938d8-2cd4-44a3-b667-eb46b6aa0b7b,CIEL:161291,CONCEPT-SET,24,,
26b938d8-2cd4-44a3-b667-eb46b6aa0b7b,CIEL:161288,CONCEPT-SET,25,,
26b938d8-2cd4-44a3-b667-eb46b6aa0b7b,CIEL:161285,CONCEPT-SET,26,,
26b938d8-2cd4-44a3-b667-eb46b6aa0b7b,CIEL:164323,CONCEPT-SET,27,,
26b938d8-2cd4-44a3-b667-eb46b6aa0b7b,CIEL:161285,CONCEPT-SET,28,,
26b938d8-2cd4-44a3-b667-eb46b6aa0b7b,CIEL:161283,CONCEPT-SET,29,,
26b938d8-2cd4-44a3-b667-eb46b6aa0b7b,CIEL:161282,CONCEPT-SET,30,,
26b938d8-2cd4-44a3-b667-eb46b6aa0b7b,CIEL:161278,CONCEPT-SET,31,,
0301d44d-e4e9-4c73-9e54-d59d02a59353,CIEL:159567,CONCEPT-SET,1,,
0301d44d-e4e9-4c73-9e54-d59d02a59353,CIEL:163041,CONCEPT-SET,2,,
164648AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:164688,CONCEPT-SET,1,,
164648AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:164689,CONCEPT-SET,2,,
5d3e948a-311a-48e5-b45e-fa0dcd158056,CIEL:161129,CONCEPT-SET,1,,
5d3e948a-311a-48e5-b45e-fa0dcd158056,CIEL:168204,CONCEPT-SET,2,,
5d3e948a-311a-48e5-b45e-fa0dcd158056,CIEL:168203,CONCEPT-SET,3,,
5d3e948a-311a-48e5-b45e-fa0dcd158056,CIEL:168202,CONCEPT-SET,4,,
5d3e948a-311a-48e5-b45e-fa0dcd158056,CIEL:161052,CONCEPT-SET,5,,
5d3e948a-311a-48e5-b45e-fa0dcd158056,CIEL:163031,CONCEPT-SET,6,,
5d3e948a-311a-48e5-b45e-fa0dcd158056,CIEL:163030,CONCEPT-SET,7,,
166323AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:164615,CONCEPT-SET,1,,
166323AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:167900,CONCEPT-SET,2,,
166323AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:167901,CONCEPT-SET,3,,
166323AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:164645,CONCEPT-SET,4,,
166323AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:164552,CONCEPT-SET,5,,
166323AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:165127,CONCEPT-SET,6,,
166323AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:392,CONCEPT-SET,7,,
166323AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:165112,CONCEPT-SET,8,,
166323AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161346,CONCEPT-SET,9,,
1808AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:164712,CONCEPT-SET,1,,
1808AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:165146,CONCEPT-SET,2,,
1808AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:165096,CONCEPT-SET,3,,
1808AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:101,CONCEPT-SET,4,,
1808AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161319,CONCEPT-SET,5,,
1808AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:165110,CONCEPT-SET,6,,
1808AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161263,CONCEPT-SET,7,,
1808AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161264,CONCEPT-SET,8,,
1808AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:165111,CONCEPT-SET,9,,
166173AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:167902,CONCEPT-SET,1,,
166173AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:165123,CONCEPT-SET,2,,
166173AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:165122,CONCEPT-SET,3,,
166173AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:377,CONCEPT-SET,4,,
166173AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:382,CONCEPT-SET,5,,
166173AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:394,CONCEPT-SET,6,,
166173AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161304,CONCEPT-SET,7,,
166173AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161326,CONCEPT-SET,8,,
166173AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161331,CONCEPT-SET,9,,
166173AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161340,CONCEPT-SET,10,,
166173AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161302,CONCEPT-SET,11,,
166173AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161324,CONCEPT-SET,12,,
166173AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161328,CONCEPT-SET,13,,
166173AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161337,CONCEPT-SET,14,,
166173AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161318,CONCEPT-SET,15,,
166173AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161303,CONCEPT-SET,16,,
166173AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161325,CONCEPT-SET,17,,
166173AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161330,CONCEPT-SET,18,,
166173AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161338,CONCEPT-SET,19,,
166173AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161317,CONCEPT-SET,20,,
166173AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161331,CONCEPT-SET,21,,
166173AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161265,CONCEPT-SET,23,,
166173AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161300,CONCEPT-SET,23,,
166173AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161298,CONCEPT-SET,24,,
166173AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161343,CONCEPT-SET,25,,
166173AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:165101,CONCEPT-SET,26,,
166173AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161299,CONCEPT-SET,27,,
166173AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161342,CONCEPT-SET,28,,
166173AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:165100,CONCEPT-SET,29,,
4e629d3d-819a-4c24-91a2-0bc038d13329,CIEL:167895,CONCEPT-SET,1,,
4e629d3d-819a-4c24-91a2-0bc038d13329,CIEL:165099,CONCEPT-SET,2,,
4e629d3d-819a-4c24-91a2-0bc038d13329,CIEL:165107,CONCEPT-SET,3,,
4e629d3d-819a-4c24-91a2-0bc038d13329,CIEL:165109,CONCEPT-SET,4,,
4e629d3d-819a-4c24-91a2-0bc038d13329,CIEL:165131,CONCEPT-SET,5,,
4e629d3d-819a-4c24-91a2-0bc038d13329,CIEL:165108,CONCEPT-SET,6,,
4e629d3d-819a-4c24-91a2-0bc038d13329,CIEL:165106,CONCEPT-SET,7,,
4e629d3d-819a-4c24-91a2-0bc038d13329,CIEL:161320,CONCEPT-SET,8,,
4e629d3d-819a-4c24-91a2-0bc038d13329,CIEL:165125,CONCEPT-SET,9,,
4e629d3d-819a-4c24-91a2-0bc038d13329,CIEL:165145,CONCEPT-SET,10,,
4e629d3d-819a-4c24-91a2-0bc038d13329,CIEL:390,CONCEPT-SET,11,,
4e629d3d-819a-4c24-91a2-0bc038d13329,CIEL:165098,CONCEPT-SET,12,,
4e629d3d-819a-4c24-91a2-0bc038d13329,CIEL:165097,CONCEPT-SET,13,,
4e629d3d-819a-4c24-91a2-0bc038d13329,CIEL:161301,CONCEPT-SET,14,,
4e629d3d-819a-4c24-91a2-0bc038d13329,CIEL:161348,CONCEPT-SET,15,,
4e629d3d-819a-4c24-91a2-0bc038d13329,CIEL:165126,CONCEPT-SET,16,,
4e629d3d-819a-4c24-91a2-0bc038d13329,CIEL:161336,CONCEPT-SET,17,,
4e629d3d-819a-4c24-91a2-0bc038d13329,CIEL:161335,CONCEPT-SET,18,,
4e629d3d-819a-4c24-91a2-0bc038d13329,CIEL:165105,CONCEPT-SET,19,,
4e629d3d-819a-4c24-91a2-0bc038d13329,CIEL:165133,CONCEPT-SET,20,,
1c64dbbe-9fad-4d1d-b81a-57065ee67fb5,CIEL:164317,CONCEPT-SET,1,,
1c64dbbe-9fad-4d1d-b81a-57065ee67fb5,CIEL:167898,CONCEPT-SET,2,,
1c64dbbe-9fad-4d1d-b81a-57065ee67fb5,CIEL:165117,CONCEPT-SET,3,,
1c64dbbe-9fad-4d1d-b81a-57065ee67fb5,CIEL:165119,CONCEPT-SET,4,,
1c64dbbe-9fad-4d1d-b81a-57065ee67fb5,CIEL:165120,CONCEPT-SET,5,,
1c64dbbe-9fad-4d1d-b81a-57065ee67fb5,CIEL:167899,CONCEPT-SET,6,,
1c64dbbe-9fad-4d1d-b81a-57065ee67fb5,CIEL:165118,CONCEPT-SET,7,,
1c64dbbe-9fad-4d1d-b81a-57065ee67fb5,CIEL:386,CONCEPT-SET,8,,
1c64dbbe-9fad-4d1d-b81a-57065ee67fb5,CIEL:165149,CONCEPT-SET,9,,
166338AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:384,CONCEPT-SET,1,,
166338AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:380,CONCEPT-SET,2,,
166338AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161323,CONCEPT-SET,3,,
166338AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161308,CONCEPT-SET,4,,
166338AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161352,CONCEPT-SET,5,,
166338AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161268,CONCEPT-SET,6,,
166338AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161271,CONCEPT-SET,7,,
166338AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:165130,CONCEPT-SET,8,,
166338AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:165140,CONCEPT-SET,9,,
166338AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:165156,CONCEPT-SET,10,,
166338AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161266,CONCEPT-SET,11,,
166338AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161269,CONCEPT-SET,12,,
166338AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161306,CONCEPT-SET,13,,
166338AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161321,CONCEPT-SET,14,,
166338AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:165114,CONCEPT-SET,15,,
166338AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:165129,CONCEPT-SET,16,,
166338AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:165116,CONCEPT-SET,17,,
166338AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161350,CONCEPT-SET,18,,
166338AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161329,CONCEPT-SET,19,,
166338AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161267,CONCEPT-SET,20,,
166338AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:165157,CONCEPT-SET,21,,
166338AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161270,CONCEPT-SET,22,,
166338AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161307,CONCEPT-SET,23,,
166338AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161322,CONCEPT-SET,24,,
166338AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:165113,CONCEPT-SET,25,,
166338AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:165128,CONCEPT-SET,26,,
166338AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:165115,CONCEPT-SET,27,,
166338AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161349,CONCEPT-SET,28,,
166338AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161327,CONCEPT-SET,29,,
166338AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161352,CONCEPT-SET,30,,
166338AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:165130,CONCEPT-SET,31,,
166338AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:165140,CONCEPT-SET,32,,
166338AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:165114,CONCEPT-SET,33,,
166338AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:165129,CONCEPT-SET,34,,
166338AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:165116,CONCEPT-SET,35,,
166338AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161350,CONCEPT-SET,36,,
166338AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:165113,CONCEPT-SET,37,,
166338AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:165128,CONCEPT-SET,38,,
166338AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:165115,CONCEPT-SET,39,,
166338AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161349,CONCEPT-SET,40,,
1843AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161305,CONCEPT-SET,1,,
1843AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161341,CONCEPT-SET,2,,
1809AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161347,CONCEPT-SET,1,,
1809AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:165121,CONCEPT-SET,2,,
1809AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161339,CONCEPT-SET,3,,
1809AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:165148,CONCEPT-SET,4,,
166245AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161334,CONCEPT-SET,1,,
166245AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161332,CONCEPT-SET,2,,
166245AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:165132,CONCEPT-SET,3,,
166245AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:165135,CONCEPT-SET,4,,
166245AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:165134,CONCEPT-SET,5,,
166245AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161333,CONCEPT-SET,6,,
