Concept,Member,Member Type,Sort Weight,_version:1,_order:1000
8207d4b8-c854-4e49-b754-22d1630f9bc3,CIEL:163919,CONCEPT-SET,1,,
8207d4b8-c854-4e49-b754-22d1630f9bc3,CIEL:161711,CONCEPT-SET,2,,
0d702c5b-ace4-4ff1-ab62-748831bd93d9,CIEL:161176,CONCEPT-SET,1,,
0d702c5b-ace4-4ff1-ab62-748831bd93d9,CIEL:441,CONCEPT-SET,2,,
0d702c5b-ace4-4ff1-ab62-748831bd93d9,CIEL:167888,CONCEPT-SET,3,,
0d702c5b-ace4-4ff1-ab62-748831bd93d9,CIEL:167887,CONCEPT-SET,4,,
0d702c5b-ace4-4ff1-ab62-748831bd93d9,CIEL:166132,CONCEPT-SET,5,,
0d702c5b-ace4-4ff1-ab62-748831bd93d9,CIEL:1063,CONCEPT-SET,6,,
0d702c5b-ace4-4ff1-ab62-748831bd93d9,CIEL:163984,CONCEPT-SET,7,,
0d702c5b-ace4-4ff1-ab62-748831bd93d9,CIEL:164593,CONCEPT-SET,8,,
0d702c5b-ace4-4ff1-ab62-748831bd93d9,CIEL:163935,CONCEPT-SET,9,,
0d702c5b-ace4-4ff1-ab62-748831bd93d9,CIEL:164648,CONCEPT-SET,10,,
0d702c5b-ace4-4ff1-ab62-748831bd93d9,CIEL:166728,CONCEPT-SET,11,,
0d702c5b-ace4-4ff1-ab62-748831bd93d9,CIEL:164002,CONCEPT-SET,12,,
0d702c5b-ace4-4ff1-ab62-748831bd93d9,CIEL:163915,CONCEPT-SET,13,,
0d702c5b-ace4-4ff1-ab62-748831bd93d9,CIEL:163898,CONCEPT-SET,14,,
0d702c5b-ace4-4ff1-ab62-748831bd93d9,CIEL:161166,CONCEPT-SET,15,,
0d702c5b-ace4-4ff1-ab62-748831bd93d9,CIEL:162902,CONCEPT-SET,16,,
0d702c5b-ace4-4ff1-ab62-748831bd93d9,CIEL:160705,CONCEPT-SET,17,,
0d702c5b-ace4-4ff1-ab62-748831bd93d9,CIEL:160673,CONCEPT-SET,18,,
0d702c5b-ace4-4ff1-ab62-748831bd93d9,CIEL:1934,CONCEPT-SET,19,,
0d702c5b-ace4-4ff1-ab62-748831bd93d9,CIEL:166632,CONCEPT-SET,20,,
0d702c5b-ace4-4ff1-ab62-748831bd93d9,CIEL:161665,CONCEPT-SET,21,,
0d702c5b-ace4-4ff1-ab62-748831bd93d9,CIEL:163915,CONCEPT-SET,22,,
0d702c5b-ace4-4ff1-ab62-748831bd93d9,CIEL:164797,CONCEPT-SET,23,,
0d702c5b-ace4-4ff1-ab62-748831bd93d9,CIEL:164796,CONCEPT-SET,24,,
0d702c5b-ace4-4ff1-ab62-748831bd93d9,CIEL:163961,CONCEPT-SET,25,,
0d702c5b-ace4-4ff1-ab62-748831bd93d9,CIEL:166140,CONCEPT-SET,26,,
0d702c5b-ace4-4ff1-ab62-748831bd93d9,CIEL:166795,CONCEPT-SET,27,,
bb718d23-92ed-4159-bd34-3f641a17a26b,CIEL:161149,CONCEPT-SET,1,,
165048AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:167724,CONCEPT-SET,1,,
165048AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:167422,CONCEPT-SET,2,,
165048AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:167423,CONCEPT-SET,3,,
165048AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:162131,CONCEPT-SET,4,,
164989AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:164567,CONCEPT-SET,1,,
165030AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:168188,CONCEPT-SET,1,,
165030AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:168190,CONCEPT-SET,2,,
165030AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161864,CONCEPT-SET,3,,
165030AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161865,CONCEPT-SET,4,,
165030AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:166709,CONCEPT-SET,5,,
165030AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:168186,CONCEPT-SET,6,,
165030AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:163792,CONCEPT-SET,7,,
165072AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161710,CONCEPT-SET,1,,
165072AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:168185,CONCEPT-SET,2,,
165072AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161712,CONCEPT-SET,3,,
165072AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:168189,CONCEPT-SET,4,,
165072AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161704,CONCEPT-SET,5,,
165072AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:166359,CONCEPT-SET,6,,
165072AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161705,CONCEPT-SET,7,,
165072AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161713,CONCEPT-SET,8,,
165072AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:164031,CONCEPT-SET,9,,
165072AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:163902,CONCEPT-SET,10,,
165072AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161875,CONCEPT-SET,11,,
165072AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161748,CONCEPT-SET,12,,
165072AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161747,CONCEPT-SET,13,,
165072AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161717,CONCEPT-SET,14,,
165072AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:163935,CONCEPT-SET,15,,
165072AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161719,CONCEPT-SET,16,,
165072AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161747,CONCEPT-SET,17,,
165073AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:1934,CONCEPT-SET,1,,
165073AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:163915,CONCEPT-SET,2,,
165073AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:163961,CONCEPT-SET,3,,
165073AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161754,CONCEPT-SET,4,,
165073AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161762,CONCEPT-SET,5,,
165073AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:166795,CONCEPT-SET,6,,
165073AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:166797,CONCEPT-SET,7,,
165027AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:159901,CONCEPT-SET,1,,
165027AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:164033,CONCEPT-SET,2,,
165027AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:1171,CONCEPT-SET,3,,
165027AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:164290,CONCEPT-SET,4,,
165027AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:5276,CONCEPT-SET,5,,
165027AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:159896,CONCEPT-SET,6,,
165027AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161850,CONCEPT-SET,7,,
165027AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161849,CONCEPT-SET,8,,
165027AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:159728,CONCEPT-SET,9,,
165027AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161886,CONCEPT-SET,10,,
165027AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:168198,CONCEPT-SET,11,,
165027AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161816,CONCEPT-SET,12,,
165027AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:163457,CONCEPT-SET,13,,
165027AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161844,CONCEPT-SET,14,,
165027AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161833,CONCEPT-SET,15,,
165027AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161817,CONCEPT-SET,16,,
165027AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161848,CONCEPT-SET,17,,
165027AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161826,CONCEPT-SET,18,,
165027AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:166706,CONCEPT-SET,19,,
165027AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:160705,CONCEPT-SET,20,,
165027AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:160673,CONCEPT-SET,21,,
165027AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:163898,CONCEPT-SET,22,,
165027AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:159902,CONCEPT-SET,23,,
165027AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161827,CONCEPT-SET,24,,
165027AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161826,CONCEPT-SET,25,,
165027AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:164159,CONCEPT-SET,26,,
165027AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:164599,CONCEPT-SET,27,,
165027AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:166924,CONCEPT-SET,28,,
165027AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:168545,CONCEPT-SET,29,,
165027AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:168546,CONCEPT-SET,30,,
165027AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:159901,CONCEPT-SET,31,,
165027AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:1171,CONCEPT-SET,32,,
165002AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:166757,CONCEPT-SET,1,,
165002AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:166836,CONCEPT-SET,2,,
165002AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:162917,CONCEPT-SET,3,,
165002AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:166757,CONCEPT-SET,4,,
165002AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:164047,CONCEPT-SET,5,,
165002AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:166836,CONCEPT-SET,6,,
166323AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161774,CONCEPT-SET,1,,
166323AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161777,CONCEPT-SET,2,,
166323AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:163992,CONCEPT-SET,3,,
166323AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:164669,CONCEPT-SET,4,,
166323AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161776,CONCEPT-SET,5,,
166323AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161803,CONCEPT-SET,6,,
166323AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161808,CONCEPT-SET,7,,
166323AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:163977,CONCEPT-SET,8,,
166323AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:164015,CONCEPT-SET,9,,
166323AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:164052,CONCEPT-SET,10,,
166323AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161797,CONCEPT-SET,11,,
166323AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:164662,CONCEPT-SET,12,,
166323AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:160671,CONCEPT-SET,13,,
166323AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:5276,CONCEPT-SET,14,,
166323AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:1489,CONCEPT-SET,15,,
166323AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161778,CONCEPT-SET,16,,
166323AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161777,CONCEPT-SET,17,,
166323AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:166717,CONCEPT-SET,18,,
166323AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:162922,CONCEPT-SET,19,,
166323AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161776,CONCEPT-SET,20,,
166323AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161762,CONCEPT-SET,21,,
166323AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161766,CONCEPT-SET,22,,
166323AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:162907,CONCEPT-SET,23,,
166323AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:164541,CONCEPT-SET,24,,
166323AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:163931,CONCEPT-SET,25,,
166323AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161664,CONCEPT-SET,26,,
166323AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:164667,CONCEPT-SET,27,,
166323AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161801,CONCEPT-SET,28,,
166323AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:164597,CONCEPT-SET,29,,
166323AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161802,CONCEPT-SET,30,,
166323AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161807,CONCEPT-SET,31,,
166323AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:163946,CONCEPT-SET,32,,
166323AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:164052,CONCEPT-SET,33,,
166323AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161808,CONCEPT-SET,34,,
166323AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161810,CONCEPT-SET,35,,
166323AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161809,CONCEPT-SET,36,,
166323AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161762,CONCEPT-SET,37,,
166323AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161803,CONCEPT-SET,38,,
166323AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161801,CONCEPT-SET,39,,
1809AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:164033,CONCEPT-SET,1,,
165015AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161781,CONCEPT-SET,1,,
165015AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161794,CONCEPT-SET,2,,
165015AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161784,CONCEPT-SET,3,,
165015AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:164602,CONCEPT-SET,4,,
165082AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:164561,CONCEPT-SET,1,,
165082AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:164607,CONCEPT-SET,2,,
165082AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:164706,CONCEPT-SET,3,,
165082AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:164703,CONCEPT-SET,4,,
165082AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:164702,CONCEPT-SET,5,,
165082AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161260,CONCEPT-SET,6,,
165082AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:162901,CONCEPT-SET,7,,
165082AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:162903,CONCEPT-SET,8,,
165082AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:162921,CONCEPT-SET,9,,
165082AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:163988,CONCEPT-SET,10,,
165082AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:163917,CONCEPT-SET,11,,
165082AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:163960,CONCEPT-SET,12,,
165082AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161804,CONCEPT-SET,13,,
165082AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161797,CONCEPT-SET,14,,
165082AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:164034,CONCEPT-SET,15,,
165082AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:164542,CONCEPT-SET,16,,
165075AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161668,CONCEPT-SET,1,,
165075AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:166724,CONCEPT-SET,2,,
165075AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:163897,CONCEPT-SET,3,,
165075AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:164569,CONCEPT-SET,4,,
165075AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:163902,CONCEPT-SET,5,,
165075AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:163908,CONCEPT-SET,6,,
165075AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:163969,CONCEPT-SET,7,,
165075AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161689,CONCEPT-SET,8,,
165075AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:164577,CONCEPT-SET,9,,
165075AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:166790,CONCEPT-SET,10,,
165075AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161874,CONCEPT-SET,11,,
165075AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:164589,CONCEPT-SET,12,,
165048AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:163904,CONCEPT-SET,1,,
165048AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:163960,CONCEPT-SET,2,,
165048AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161746,CONCEPT-SET,3,,
165048AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161857,CONCEPT-SET,4,,
165048AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161791,CONCEPT-SET,5,,
165048AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161807,CONCEPT-SET,6,,
165048AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:162131,CONCEPT-SET,7,,
165048AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:167423,CONCEPT-SET,8,,
165048AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161795,CONCEPT-SET,9,,
165048AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161794,CONCEPT-SET,10,,
165048AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:163899,CONCEPT-SET,11,,
165048AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:164673,CONCEPT-SET,12,,
165048AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:163911,CONCEPT-SET,13,,
165076AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:164967,CONCEPT-SET,1,,
165076AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161995,CONCEPT-SET,2,,
165076AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161952,CONCEPT-SET,3,,
165076AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:162041,CONCEPT-SET,4,,
165076AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:162040,CONCEPT-SET,5,,
165076AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:162038,CONCEPT-SET,6,,
165076AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:162037,CONCEPT-SET,7,,
165076AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161686,CONCEPT-SET,8,,
165076AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161982,CONCEPT-SET,9,,
165076AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161981,CONCEPT-SET,10,,
165076AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161698,CONCEPT-SET,11,,
165076AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:166752,CONCEPT-SET,12,,
165076AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:164583,CONCEPT-SET,13,,
165076AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:166105,CONCEPT-SET,14,,
165076AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:166130,CONCEPT-SET,15,,
165076AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:166726,CONCEPT-SET,16,,
165076AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:166723,CONCEPT-SET,17,,
165076AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:164009,CONCEPT-SET,18,,
165076AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,CIEL:161701,CONCEPT-SET,19,,
